date,number_days,region,number_blackout_consumers,number_blackout_settlements,number_restored_consumers,number_restored_settlements,notes,link
2022-03-23,1,Донецька,,,27000,,,https://www.dtek-dem.com.ua/ua/news/nov
2022-03-23,1,Київ,,,4332,,,https://www.dtek-kem.com.ua/ua/news/dtek-operativno-povernuv-svitlo-dlya-4-300-simey-shcho-meshkayut-na-borshchagivci-v-kiyevi
2022-03-23,1,Київська,,501,12044,,,https://www.dtek-krem.com.ua/ua/news/12-000-rodin-ta-likarnya-znovu-zi-svitlom-dtek-vidnoviv-elektropostachannya-u-31-naselenomu-punkti-kijivshchini
2022-03-23,1,Луганська,96997,20,,,,https://www.facebook.com/tovleo/posts/pfbid02s6K5vRa5SN4Sa9th5XctpYgxDrHhXuhE5yyR3P2p4iHahjP12T7g3n1GYAS4zRT1l?__cft__[0]=AZXA9ImM_KnxDVBj9qG-_XN6nKanUJQstER1h2ajJ6pvAThThD0YlRpISmfSws6VglEn5xuNtcObCRyCD7VI16PmCcao_aYdbj7kmgD2oz9gUMjE-E7hOxTJNotz-_pkNWlVMFQFKNa9_tUfSqABghqn4omvUDb_ZaTmmZZWV4TVV_i6vzlvB9KE_Tis3oSSLG8&__tn__=%2CO%2CP-R
2022-03-23,1,Сумська,,75,,,,https://www.soe.com.ua/press-center/list-news/1340-shanovni-meshkantsi-sumshchini-23-03-2022
2022-03-23,1,Херсонська,51240,,,,,https://khoda.gov.ua/operativna-%D1%96nformac%D1%96ja-po-hersonshhin%D1%96-za-danimi-v%D1%96d-rda-ta-otg-23-03-2022r--na-16%3A00
2022-03-24,1,Донецька,,181,4200,,,https://www.dtek-dem.com.ua/ua/news/dtek-donecki-elektromerezhi-povernuv-svitlo-4200-rodin-donechchini
2022-03-24,1,Київська,,509,6498,,,https://www.dtek-krem.com.ua/ua/news/dtek-vidnoviv-elektropostachannya-dlya-6-500-rodin-u-12-naselenih-punktah-kijivshchini
2022-03-24,1,Херсонська,42700,,,,,https://khoda.gov.ua/operativna-%D1%96nformac%D1%96ja-po-hersonshhin%D1%96-za-danimi-v%D1%96d-rda-ta-otg-24-03-2022r--na-14%3A00
2022-03-25,1,Донецька,,177,8200,,,https://www.dtek-dem.com.ua/ua/news/dtek-donecki-elektromerezhi-povernuv-svitlo-8200-rodin-donechchini-shcho-lishilisya-bez-svitla-cherez-boyovi-diji
2022-03-25,1,Київська,,520,15369,,,https://www.dtek-krem.com.ua/ua/news/15-369-rodin-znovu-zi-svitlom-dtek-vidnoviv-elektropostachannya-u-28-naselenih-punktah-kijivshchini
2022-03-25,1,Херсонська,53680,,,,,https://khoda.gov.ua/operativna-%D1%96nformac%D1%96ja-po-hersonshhin%D1%96za-danimi-v%D1%96d-rda-ta-otg-25-03-2022r--na-13%3A00
2022-03-26,1,Донецька,,195,5300,,,https://www.dtek-dem.com.ua/ua/news/dtek-donecki-elektromerezhi-povernuv-svitlo-5300-rodin-donechchini-shcho-lishilisya-bez-svitla-cherez-boyovi-diji
2022-03-26,1,Київ,,,82000,,,https://www.dtek-kem.com.ua/ua/news/dtek-vernul-svet-dlya-82-000-semey-v-kieve-ostavshihsya-bez-sveta-iz-za-boevyh-deystviy
2022-03-26,1,Київська,,520,9792,,,https://www.dtek-krem.com.ua/ua/news/9-800-rodin-znovu-zi-svitlom-dtek-vidnoviv-elektropostachannya-u-9-naselenih-punktah-kijivshchini
2022-03-27,7,Донецька,,181,77200,,21.03-27.03,https://www.dtek-dem.com.ua/ua/news/77-200-rodin-znovu-zi-svitlom-za-tizhden-dtek-vidnoviv-elektropostachannya-u-85-naselenih-punktah-donechchini
2022-03-27,1,Київська,,547,24426,,,https://www.dtek-krem.com.ua/ua/news/24-500-rodin-znovu-zi-svitlom-dtek-vidnoviv-elektropostachannya-u-34-naselenih-punktah-kijivshchini
2022-03-28,1,Донецька,,183,19000,,,https://www.dtek-dem.com.ua/ua/news/dtek-donecki-elektromerezhi-povernuv-svitlo-19-000-rodin-donechchini-shcho-lishilisya-bez-svitla-cherez-boyovi-diji
2022-03-28,1,Київ,,,82000,,,https://www.dtek-kem.com.ua/ua/news/dtek-vdruge-povernuv-elektroenergiyu-dlya-82-000-simey-v-kiyevi-shcho-zalishilisya-bez-svitla-cherez-boyovi-diji
2022-03-28,1,Київська,,537,52556,,,https://www.dtek-krem.com.ua/ua/news/povernuli-svitlo-dlya-52-500-rodin-dtek-vidnoviv-elektropostachannya-u-143-naselenih-punktah-kijivshchini
2022-03-28,1,Луганська,94907,21,,,,https://www.facebook.com/tovleo/posts/pfbid02gb925BJJqAv5bgVb8XgFrBUufzy1KKd2x4cLxqFpKve3EHjRP9oBJ4tXUECRyNjml?__cft__[0]=AZU3fBoUWaCj7bLtQK-ofG5a04iTlLunL-nL46SOlmLQLMJe66W5PL2PACO6nJoxF4e9Jq7D3XLT94qPVH9unUuXNNUeXGh-oX2vEegnrYPCvFuDJsbg7Xg8q3rnV2EeJ2hKos_u8WteA_Y6rCcVB_4mBnIqapqISnrrTWtvvf8fTokLxtcXJRRXDWd5Pl0S_UQ&__tn__=%2CO%2CP-R
2022-03-28,1,Херсонська,31720,,,,,https://khoda.gov.ua/operativna-%D1%96nformac%D1%96ja-po-hersonshhin%D1%96-za-danimi-v%D1%96d-rda-ta-otg-28-03-2022r--na-13%3A00
2022-03-29,1,Київська,,557,18180,,,https://www.dtek-krem.com.ua/ua/news/18-000-rodin-na-kijivshchini-znovu-zi-svitlom-dtek-vidnoviv-elektropostachannya-u-41-naselenomu-punkti-oblasti
2022-03-29,1,Луганська,121018,23,,,,https://www.facebook.com/tovleo/posts/pfbid02RBh1uvAyzzSmjtAvnXr3Fs15YJgEgdV47BBN1qWMPUJZndL3bGPe5ra9PGaj8AEjl?__cft__[0]=AZUUUlQ7Z5NEs-2JYtV-smZ2rfmvFTIBvcZFJ-4-N-D4C81eTuB0dIqMUZ_jVsoglyqVmBqrGveCgdCTMSotVP87-xnlwStE-WzAbfvuW5R9eCz2dVW8rxCHnMzLVhjp-b4p5J9v4BFyc5jf5Tc-6XUQ7schIDhuuINr8s0QFAvg0A53Au9oKsgm8SYhLhQo5-g&__tn__=%2CO%2CP-R
2022-03-29,1,Херсонська,31720,,,,,https://khoda.gov.ua/operativna-%D1%96nformac%D1%96ja-po-hersonshhin%D1%96-za-danimi-v%D1%96d-rda-ta-otg-28-03-2022r--na-15%3A00
2022-03-30,1,Донецька,,186,12000,,,https://www.dtek-dem.com.ua/ua/news/dtek-donecki-elektromerezhi-povernuv-svitlo-12-000-rodin-donechchini-shcho-lishilisya-bez-svitla-cherez-boyovi-diji
2022-03-30,1,Київська,,517,15706,,,https://www.dtek-krem.com.ua/ua/news/dtek-vidnoviv-elektropostachannya-dlya-15-700-rodin-u-kiyevo-svyatoshinskomu-rayoni-na-kijivshchini
2022-03-30,1,Луганська,124914,22,,,,https://www.facebook.com/tovleo/posts/pfbid0t9FeRyFajjsL1pWGeyJhYwgdXQqbip9WimbKTc27aMPbHeeN8hH3NKc8YAC33mqzl?__cft__[0]=AZX3QYUbS_LUctZR5wwPAZDSQ-LgYucDiuM6XNdNZVc_GOGr_Bc9PbgvojzJT-DChGidcuOGmMP_fB5KNq5u-ZtkPQ3g8CPf2b1gkHXYXTZh29aZb4STMQf8hMfun6FRFmpeWqjR7ib64jJ7psAaIlc88Sl07GbpL_E8MNbAfpSDJJ9StOuwobNDAC6Hq7yZxPI&__tn__=%2CO%2CP-R
2022-03-30,1,Херсонська,40870,,,,,https://khoda.gov.ua/operativna-%D1%96nformac%D1%96ja-po-hersonshhin%D1%96-za-danimi-v%D1%96d-rda-ta-otg-30-03-2022r--na-15%3A00
2022-03-31,1,Донецька,,176,19600,,,https://www.dtek-dem.com.ua/ua/news/znovu-zi-svitlom-19-600-rodin-dtek-donecki-elektromerezhi-povernuv-svitlo-v-16-naselenih-punktiv-donechchini
2022-03-31,1,Київська,,,11150,,,https://www.dtek-krem.com.ua/ua/news/11-150-rodin-znovu-zi-svitlom-dtek-vidnoviv-elektropostachannya-u-26-mistah-ta-selah-na-kijivshchini
2022-03-31,1,Луганська,103649,21,,,,https://www.facebook.com/tovleo/posts/pfbid02yDFC36TcdzKpVYQ9Uxg4VWcwtRBdgnHugEE92173tteLBTw8bwq4tctMyEnptorzl?__cft__[0]=AZWEhUbH51tRuENhy34t6ftJpfpAvdG0dXqiguB4dCuNqOx2CxAKd5x2UL9B89ErzXWPRXHe0mBJ27uG9eO8N7IFD0TbgcUU72rZIaxczf9bFh9pF0TTVc7UOvdwIvlj9vilrfw75Qu4YGmZUGWnL8F7UaHfCkqiJkjifzh20D9uyfvMpFfZdzModAJWoVElAmQ&__tn__=%2CO%2CP-R
2022-03-31,1,Херсонська,40870,,,,,https://khoda.gov.ua/operativna-%D1%96nformac%D1%96ja-po-hersonshhin%D1%96-za-danimi-v%D1%96d-rda-ta-otg-31-03-2022r--na-13%3A00
2022-04-01,1,Донецька,,181,6000,,,https://www.dtek-dem.com.ua/ua/news/znovu-zi-svitlom-6000-rodin-dtek-donecki-elektromerezhi-povernuv-svitlo-v-7-naselenih-punktiv-donechchini
2022-04-01,1,Київська,,498,2458,,,https://www.dtek-krem.com.ua/ua/news/dtek-povernuv-svitlo-dlya-2-500-rodin-na-kijivshchini
2022-04-01,1,Луганська,97000,18,6631,,,https://www.facebook.com/tovleo/posts/pfbid02tSqPbNs8mmvfUFBxuY7wEBr1ZgUzhKHyTu6fcMCyRh6gBMYZZvUC1xAZTEPgZmFil?__cft__[0]=AZWo-P-qqxwUgcQTBL2IUpxSy78_JLLYEdDPXrl0AEhYSX09DmHV96DiqpTATJmE5VMSKxl6e31eOVxXQz9olnBQlfdITyBM9JG-ZieNHdP_bfxlLoS3a4JmiRuATKrq2LaH-GdwgQGoTGNg_pyQyRfjc_0AHU70dYjxPLAMjZhJqQCRw_8cznGu4xNKjwXIco0&__tn__=%2CO%2CP-R
2022-04-01,1,Херсонська,44530,,,,,https://khoda.gov.ua/operativna-%D1%96nformac%D1%96ja-po-hersonshhin%D1%96za-danimi-v%D1%96d-rda-ta-otg-01-04-2022r--na-15%3A00
2022-04-02,1,Запорізька,21400,,,,,https://www.zoda.gov.ua/news/60326/pro-stan-nadannya-komunalnih-poslug-na-teritoriji-zaporizkoji-oblasti.html
2022-04-02,1,Луганська,95938,17,1248,,,https://www.facebook.com/tovleo/posts/pfbid02bmZW6MBGCtn6FY2tRWcDFDvCoqxiNiLXgc7kP3q8ckr2urFxu7MnMeboeinTwoizl?__cft__[0]=AZV-t07iswzLU8dhAxkaZnIDFQ4XvdbwS76VLlqoM-9SYzhhfOXmOPbWcIMg_xgVs-xCzVxTrmC4ejXqc4oUna_TcfbOJtZvftspg8mSShgoQw2mwHxa6i-NTtv05Qb8EffySnG83oHisj0TW985GVh1Uld-4N1yw1olcuFAgDAAXtGbTTJ141lZUUknkT2t47M&__tn__=%2CO%2CP-R
2022-04-02,1,Херсонська,42700,,,,,https://khoda.gov.ua/operativna-%D1%96nformac%D1%96ja-po-hersonshhin%D1%96-za-danimi-v%D1%96d-rda-ta-tg-02-04-2022r--na-14%3A00
2022-04-03,7,Донецька,,178,84700,,28.03-03.04,https://www.dtek-dem.com.ua/ua/news/za-tizhden-svitlo-povernuli-dlya-84-700-rodin-dtek-vidnoviv-elektropostachannya-v-62-naselenih-punktah-na-donechchini
2022-04-03,2,Запорізька,,,1500,,02.04-03.04,https://www.zoda.gov.ua/news/60351/pro-stan-nadannya-komunalnih-poslug-na-teritoriji-zaporizkoji-oblasti.html
2022-04-03,1,Запорізька,22400,,,,,https://www.zoda.gov.ua/news/60335/pro-stan-nadannya-komunalnih-poslug-na-teritoriji-zaporizkoji-oblasti.html
2022-04-03,7,Київська,,492,111250,,28.03-03.04,https://www.dtek-krem.com.ua/ua/news/energetiki-dtek-povertayut-svitlo-111-tisyach-kliyentiv-povernennya-zv-yazku-v-makarovi-ta-vidnovlennya-elektromerezh-na-zvilnenih-teritoriyah-kijivshchini
2022-04-03,1,Харківська,,,35000,,,https://kharkivoda.gov.ua/news/115151
2022-04-03,1,Херсонська,42700,,,,,https://khoda.gov.ua/operativna-%D1%96nformac%D1%96ja-po-hersonshhin%D1%96za-danimi-v%D1%96d-rda-ta-otg-03-04-2022r--na-12%3A00
2022-04-04,1,Донецька,,178,4971,,,https://www.dtek-dem.com.ua/ua/news/povertayemo-svitlo-dtek-donecki-elektromerezhi-vidnoviv-elektropostachannya-dlya-mayzhe-5000-kliyentiv
2022-04-04,1,Запорізька,,,7500,,,https://www.zoda.gov.ua/news/60373/pro-stan-nadannya-komunalnih-poslug-na-teritoriji-zaporizkoji-oblasti.html
2022-04-04,1,Запорізька,27600,,,,,https://www.zoda.gov.ua/news/60351/pro-stan-nadannya-komunalnih-poslug-na-teritoriji-zaporizkoji-oblasti.html
2022-04-04,1,Київська,,473,7696,,,https://www.dtek-krem.com.ua/ua/news/povertayemo-svitlo-energetiki-dtek-povernuli-svitlo-dlya-mayzhe-7-700-kliyentiv-ta-vidnovlyuyut-elektromerezhi-na-zvilnenih-teritoriyah-kijivshchini
2022-04-04,1,Херсонська,43920,,,,,https://khoda.gov.ua/operativna-%D1%96nformac%D1%96ja-po-hersonshhin%D1%96-za-danimi-v%D1%96d-rda-ta-otg-04-04-2022r--na-15%3A00
2022-04-05,1,Донецька,,178,5790,,,https://www.dtek-dem.com.ua/ua/news/povertayemo-svitlo-dtek-donecki-elektromerezhi-vidnoviv-elektropostachannya-dlya-bilshe-5700-kliyentiv
2022-04-05,1,Запорізька,,,2000,,,https://www.zoda.gov.ua/news/60393/pro-stan-nadannya-komunalnih-poslug-na-teritoriji-zaporizkoji-oblasti.html
2022-04-05,1,Запорізька,22100,,,,,https://www.zoda.gov.ua/news/60373/pro-stan-nadannya-komunalnih-poslug-na-teritoriji-zaporizkoji-oblasti.html
2022-04-05,1,Київська,,460,2725,,,https://www.dtek-krem.com.ua/ua/news/energetiki-dtek-povernuli-svitlo-dlya-bilshe-2-700-kliyentiv-ta-vidnovlyuyut-elektromerezhi-na-zvilnenih-teritoriyah-kijivshchini
2022-04-05,1,Херсонська,125210,,,,,https://khoda.gov.ua/operativna-%D1%96nformac%D1%96ja-po-hersonshhin%D1%96-za-danimi-v%D1%96d-rda-ta-otg-05-04-2022r--na-16%3A00
2022-04-06,1,Донецька,,186,1327,,,https://www.dtek-dem.com.ua/ua/news/energetiki-dtek-povernuli-svitlo-v-domivki-ponad-1300-rodin-na-donechchini
2022-04-06,1,Запорізька,,,1900,,,https://www.zoda.gov.ua/news/60413/vidnovleno-energopostachannya-mayzhe-dlya-2000-spozhivachiv.html
2022-04-06,1,Запорізька,22100,,,,,https://www.zoda.gov.ua/news/60393/pro-stan-nadannya-komunalnih-poslug-na-teritoriji-zaporizkoji-oblasti.html
2022-04-06,1,Київська,,434,6527,,,https://www.dtek-krem.com.ua/ua/news/energetiki-dtek-povernuli-svitlo-v-26-naselenih-punktiv-kijivshchini-ta-vidnovlyuyut-elektromerezhi-na-zvilnenih-teritoriyah-oblasti
2022-04-06,1,Херсонська,125210,,,,,https://khoda.gov.ua/operativna-%D1%96nformac%D1%96ja-po-hersonshhin%D1%96-za-danimi-v%D1%96d-rda-ta-otg-06-04-2022r--na-14%3A00
2022-04-07,1,Донецька,,183,21397,,,https://www.dtek-dem.com.ua/ua/news/fahivci-dtek-vidnovili-elektropostachannya-12-naselenih-punktiv-na-donechchini
2022-04-07,1,Запорізька,20154,,,,,https://www.zoda.gov.ua/news/60413/vidnovleno-energopostachannya-mayzhe-dlya-2000-spozhivachiv.html
2022-04-07,1,Київська,,416,4552,,,https://www.dtek-krem.com.ua/ua/news/energetiki-dtek-povernuli-svitlo-v-17-naselenih-punktiv-kijivshchini-znestrumlenih-cherez-boyovi-diji-i-vidnovili-u-zvilnenomu-vid-okupantiv-irpeni-elektropostachannya-vodokanalu
2022-04-07,1,Херсонська,79910,,,,,https://khoda.gov.ua/operativna-%D1%96nformac%D1%96ja-po-hersonshhin%D1%96-za-danimi-v%D1%96d-rda-ta-otg-07-04-2022r--na-13%3A00
2022-04-08,1,Донецька,,179,1201,,,https://www.dtek-dem.com.ua/ua/news/dtek-povernuv-svitlo-u-domivki-ponad-1200-kliyentiv-na-donechchini
2022-04-08,1,Запорізька,20154,,,,,https://www.zoda.gov.ua/news/60432/pro-stan-nadannya-komunalnih-poslug-na-teritoriji-zaporizkoji-oblasti.html
2022-04-08,1,Київська,,389,3192,28,,https://www.dtek-krem.com.ua/ua/news/28-naselenih-punktiv-kijivshchini-znestrumlenih-cherez-boyovi-diji-znovu-zi-svitlom-energetiki-dtek-vidnovili-elektropostachannya
2022-04-08,1,Херсонська,68930,,,,,https://khoda.gov.ua/operativna-%D1%96nformac%D1%96ja-po-hersonshhin%D1%96za-danimi-v%D1%96d-rda-ta-otg-08-04-2022r--na-12%3A00
2022-04-09,2,Дніпропетровська,,,3642,13,08.04-09.04,https://www.dtek-dnem.com.ua/ua/news/dtek-dniprovski-elektromerezhi-vidnoviv-elektropostachannya-dlya-ponad-3-tisyach-zhiteliv-hersonskoji-oblasti
2022-04-09,1,Донецька,,180,5600,,,https://www.dtek-dem.com.ua/ua/news/povertayemo-svitlo-dtek-vidnoviv-elektropostachannya-u-ponad-5600-domivkah-meshkanciv-donechchini
2022-04-09,1,Запорізька,24545,,,,,https://www.zoda.gov.ua/news/60453/u-zonah-vedennya-aktivnih-boyovih-diy-prodovzhujut-vidnovljuvati-sistemi-zhittjezabezpechennya.html
2022-04-09,1,Київська,,359,5298,45,,https://www.dtek-krem.com.ua/ua/news/dtek-vidnoviv-elektropostachannya-dlya-5-000-rodin-u-45-naselenih-punktah-kijivshchini-ta-irpinskoji-centralnoji-likarni
2022-04-10,7,Донецька,,180,46522,,04.04-10.04,https://www.dtek-dem.com.ua/ua/news/za-tizhden-dtek-vidnoviv-elektropostachannya-u-25-naselenih-punktah-doneckoji-oblasti
2022-04-10,1,Запорізька,20334,,4400,,,https://www.zoda.gov.ua/news/60466/pro-stan-nadannya-komunalnih-poslug-na-teritoriji-zaporizkoji-oblasti.html
2022-04-10,7,Київська,,,36273,,04.04-10.04,https://www.dtek-krem.com.ua/ua/news/energetiki-dtek-povertayut-svitlo-na-zvilnenih-teritoriyah-kijivshchini-likarni-v-irpeni-pologoviy-budinok-u-vorzeli-ta-49-naselenih-punktiv
2022-04-10,1,Луганська,97320,23,30000,,,https://www.facebook.com/odalug/posts/pfbid028dWsjJBZcZQ5hZqD5eUCkzku3SVCWasu1tkPAnZdrNuk1hD3WUf5cRsx18XFSjddl?__cft__[0]=AZUXF99hU1goMFE_RxQzKPhdrx3VAH2vLrC6G7MTehbdeyxOmyIBdG_e27izOb7GmL1jk805ytqjrZx6b_VQf60CWaJKCK5nFGTiaH6qlMZ13IDQm9bg2xwU1q9RRdca6_AyKqvfQnCdmL9xEc1wNUDtBy4tE_WCGqQ-C1F4nROkBlSwkBNWWXG_3sOLHuCmV1DWLOb5MWqHFo7fSO-3Wtec&__tn__=%2CO%2CP-y-R
2022-04-11,1,Донецька,,183,4973,,,https://www.dtek-dem.com.ua/ua/news/znovu-zi-svitlom-dtek-vidnoviv-elektrozhivlennya-dlya-mayzhe-5-tisyach-rodin-na-donechchini
2022-04-11,1,Запорізька,20768,,,,,https://www.zoda.gov.ua/news/60479/komunalniki-pratsjujut-nad-zabezpechennyam-stabilnoji-roboti-merezh-oblasti.html
2022-04-11,1,Київська,,,4600,,,https://www.dtek-krem.com.ua/ua/news/povernuli-svitlo-shche-dlya-4-600-rodin-ta-gazorozpodilchogo-punktu-dtek-prodovzhuye-lagoditi-zruynovanu-elektroinfrastrukturu-na-zvilnenih-teritoriyah-kijivshchini
2022-04-12,1,Запорізька,22981,,,,,https://www.zoda.gov.ua/news/60496/pro-stan-nadannya-komunalnih-poslug-na-teritoriji-zaporizkoji-oblasti.html
2022-04-12,1,Київська,,,1766,,,https://www.dtek-krem.com.ua/ua/news/znovu-zi-svitlom-1-700-rodin-vodokanal-ta-pozhezhna-chastina-dtek-prodovzhuye-vidnovlyuvati-zruynovanu-elektroinfrastrukturu-na-zvilnenih-teritoriyah-kijivshchini
2022-04-12,1,Луганська,146490,22,,,,https://www.facebook.com/odalug/posts/pfbid02LmbNftxapBks1WApnxiBhsHYPRyViWaPdVQ1aLQYbLTRL51g6mvtdFPKohw3L8rwl?__cft__[0]=AZU6TOwB9qA8Gxq4EaehfpoWDIm1rI-WXupp79pGrM53Ud0E0gpP7RcENJf36y1Yw9DPktCtckINiKjyoPf7Irc72BTS_WzyRiENEh5IqxYUGgO12TOQassAe75YqfqH82ghwyu7MEKGG-N-vwOyVm19tFW9pCekFlrI856nA1GMpzVdGi4taGdhN6ZqMuZVFE0&__tn__=%2CO%2CP-R
2022-04-13,2,Донецька,,190,6048,,12.04-13.04,https://www.dtek-dem.com.ua/ua/news/za-dvi-dobi-dtek-vidnoviv-elektrozhivlennya-dlya-zhiteliv-17-naselenih-punktiv-na-donechchini
2022-04-13,1,Запорізька,21843,,2213,,,https://www.zoda.gov.ua/news/60509/pat-zaporizhzhyaoblenergo-vidnovilo-energopostachannya-10-naselenih-punktiv.html
2022-04-13,1,Київська,,,7579,,,https://www.dtek-krem.com.ua/ua/news/7-500-rodin-u-35-mistah-ta-selah-kijivshchini-shpital-v-irpeni-znovu-zi-svitlom-dtek-prodovzhuye-vidnovlyuvati-zruynovanu-elektroinfrastrukturu-na-zvilnenih-teritoriyah-oblasti
2022-04-13,1,Миколаївська,,82,,,,https://www.mk.gov.ua/ua/news/?id=103559
2022-04-13,1,Херсонська,64660,,,,,https://www.facebook.com/khoda.gov.ua/posts/pfbid04ZqAfX1fUaxwCLRBagFsTqAJSk6hRaD4z3ujd1csHo9RWSS6JC2cBmLbjQwTVkCQl?__cft__[0]=AZUXQ-09oCrj-ScawZCeg8ZMNPYTZbW_VyVbHJAVjhg_KiTPxT9qcSDI0sZdD3o3PkmKVYklV0nEWZCYiA3Fc27i3tKtgxAqIZf26VmayVzLEDCapHylX-5s_1i1GCFn-gv6pTt4jO8KDV70i5vJoDgwxONoHj4Tztx_dEVXspigTycaTzErdpoq8s-snY0lODE&__tn__=%2CO%2CP-R
2022-04-14,1,Донецька,,188,5250,,,https://www.dtek-dem.com.ua/ua/news/dtek-vidnoviv-elektrozhivlennya-dlya-ponad-5-tisyach-rodin-u-8-naselenih-punktah-na-donechchini
2022-04-14,1,Запорізька,21627,,514,,,https://www.zoda.gov.ua/news/60536/komunalni-sluzhbi-likvidovujut-naslidki-negodi-ta-aktivnih-boyovih-diy-v-oblasti.html
2022-04-14,1,Київська,,,5797,,,https://www.dtek-krem.com.ua/ua/news/5-800-rodin-u-16-mistah-ta-selah-kijivshchini-znovu-zi-svitlom-dtek-prodovzhuye-vidnovlyuvati-zruynovanu-elektroinfrastrukturu-na-zvilnenih-teritoriyah-oblasti
2022-04-14,1,Луганська,96555,12,7000,,,https://www.facebook.com/odalug/posts/pfbid037DcBA5ERuVXiaidDFPyt1bAhdNeyB1Gxq8hyac4ih2caB1QNCyZvPGEgVuPXnrsul?__cft__[0]=AZUwLcLErCPvYKhA1dhjTbzyWiR0zrulFxqulOCNaZ3A_HAmNR5KR4XqWEMNP6K8l5nOpkFZxYX-tk0idROxFxBvS3_GLKI6XufU8XI7BolPIiRymI4CD4aksaD_VseV84qFtFrVPkAL-o8I0ae7JpuT09QHtFo7IB2WIVOM7W_a1ry8AfaQMT54oar-z5GsmLc&__tn__=%2CO%2CP-R
2022-04-14,3,Луганська,,,50000,,11.04-14.04,https://www.facebook.com/odalug/posts/pfbid037DcBA5ERuVXiaidDFPyt1bAhdNeyB1Gxq8hyac4ih2caB1QNCyZvPGEgVuPXnrsul?__cft__[0]=AZUwLcLErCPvYKhA1dhjTbzyWiR0zrulFxqulOCNaZ3A_HAmNR5KR4XqWEMNP6K8l5nOpkFZxYX-tk0idROxFxBvS3_GLKI6XufU8XI7BolPIiRymI4CD4aksaD_VseV84qFtFrVPkAL-o8I0ae7JpuT09QHtFo7IB2WIVOM7W_a1ry8AfaQMT54oar-z5GsmLc&__tn__=%2CO%2CP-R
2022-04-14,1,Миколаївська,,82,,,,https://www.mk.gov.ua/ua/news/?id=103576
2022-04-14,1,Херсонська,64660,,,,,https://www.facebook.com/khoda.gov.ua/posts/pfbid08z3AiycwRtuexvanFE7724oxzfpxX8W8ACNG8pMKczZbBvdCi3EUQvUETzx61Nrol?__cft__[0]=AZWLNrP8gK0lmr2mJ1CfmL7v4yJz-N28JIUel7eRm1jOoopgRQA74uRqXAwgvHi444Y6CpXNahAFxQOHT5u8DsEbbfqK_shy1EaifJvwz1gKDkMePr1kTP6utalzYnEERHGekwV63TWRawx_Q9udvY6oNSoiIh5u3EEocwGOQoxOk9VI4pHMR3rbPRuLV69Mh6c&__tn__=%2CO%2CP-R
2022-04-15,1,Донецька,,200,4954,,,https://www.dtek-dem.com.ua/ua/news/dtek-vidnoviv-elektropostachannya-u-17-naselenih-punktah-doneckoji-oblasti
2022-04-15,1,Запорізька,20349,,1300,,,https://www.zoda.gov.ua/news/60560/komunalni-sluzhbi-ponovljujut-nadannya-poslug-naselennju-pislya-negodi-ta-boyovih-diy.html
2022-04-15,1,Київська,,,47338,,,https://www.dtek-krem.com.ua/ua/news/na-kijivshchini-znovu-zi-svitlom-47-000-rodin-vodokanal-ta-hlibozavod-v-ivankovi-dtek-prodovzhuye-lagoditi-elektroinfrastrukturu-na-zvilnenih-teritoriyah-oblasti
2022-04-15,1,Миколаївська,,90,,,,https://www.mk.gov.ua/ua/news/?id=103593
2022-04-16,1,Донецька,,200,1360,,,https://www.dtek-dem.com.ua/ua/news/dtek-povernuv-svitlo-u-domivki-zhiteliv-7-naselenih-punktiv-doneckoji-oblasti
2022-04-16,1,Запорізька,21693,,276,,,https://www.zoda.gov.ua/news/60570/pislya-boyovih-diy-pid-orihovom-vdalos-zazhiviti-276-domivok.html
2022-04-16,1,Київська,,,7057,,,https://www.dtek-krem.com.ua/ua/news/na-kijivshchini-znovu-zi-svitlom-ponad-7000-rodin-dtek-prodovzhuye-lagoditi-elektroinfrastrukturu-na-zvilnenih-teritoriyah-oblasti
2022-04-16,1,Луганська,92585,,,,,https://www.facebook.com/odalug/posts/pfbid02McX6Ah5ciwYKn1RNGNASDj54H1RrUgVGH7MqUbVqKCLjE6ZpYZBuXv5fBk4PVBXyl?__cft__[0]=AZVkCISwsdP_Sm3DVVocKdbk1gk3U7LISL6S0S8CHVmanKAPP4CtQ3OUbdoYQfs62T42aEA0e8AxvGhyFyO5jMDM4FbXyreYFGYTNrUpQHnDXK3F89sqe6sridA81joi-_L_kfisdCTkOxPq-wsTA4ygZgvYWp1rYddDoH6LjUOGFVW6FTwF5z8mDpmsLJ7s0Iw&__tn__=%2CO%2CP-R
2022-04-16,1,Миколаївська,,87,,,,https://www.mk.gov.ua/ua/news/?id=103605
2022-04-16,1,Миколаївська,,87,,,,https://www.mk.gov.ua/ua/news/?id=103605
2022-04-17,7,Донецька,,207,24252,,11.04-17.04,https://www.dtek-dem.com.ua/ua/news/znovu-zi-svitlom-za-tizhden-dtek-vidnoviv-elektropostachannya-ponad-24-tis-kliyentiv-na-donechchini
2022-04-17,1,Запорізька,22132,,,,,https://www.zoda.gov.ua/news/60583/komunalni-sluzhbi-pratsjujut-nad-ponovlennyam-nadannya-poslug-na-teritoriyah-oblasti.html
2022-04-17,10,Київ,,,430,,07.04-17.04,https://www.dtek-kem.com.ua/ua/news/dtek-kijivski-elektromerezhi-povnistyu-vidnoviv-elektromerezhi-stolichnoji-pushcha-vodici
